"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3","dataValue 4","dataValue 5","dataValue 6","dataValue 7","dataValue 8","dataValue 9","dataValue 10","dataValue 11","dataValue 12","dataValue 13","dataValue 14"
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,74,"EGY","Egypt","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,76,"EST","Estonia","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,78,"FRA","France","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,81,"FIN","Finland","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,81,"FIN","Finland","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,84,"GBR","United Kingdom","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,84,"GBR","United Kingdom","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,90,"GHA","Ghana","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,92,"GMB","Gambia","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,94,"GNQ","Equatorial Guinea","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,95,"GRC","Greece","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,98,"GTM","Guatemala","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,98,"GTM","Guatemala","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,103,"HKG","Hong Kong, China","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,107,"HRV","Croatia","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,113,"IND","India","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,113,"IND","India","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,114,"IDN","Indonesia","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,114,"IDN","Indonesia","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,116,"IRN","Iran (Islamic Republic of)","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,117,"IRQ","Iraq","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,118,"ISL","Iceland","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,119,"ISR","Israel","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,119,"ISR","Israel","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,120,"JPN","Japan","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,125,"KEN","Kenya","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,130,"KWT","Kuwait","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,130,"KWT","Kuwait","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,133,"LBR","Liberia","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,136,"LIE","Liechtenstein","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,136,"LIE","Liechtenstein","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,137,"LSO","Lesotho","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,138,"LTU","Lithuania","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,138,"LTU","Lithuania","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,139,"LUX","Luxembourg","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,140,"LVA","Latvia","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,147,"MEX","Mexico","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,147,"MEX","Mexico","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,152,"MNG","Mongolia","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,152,"MNG","Mongolia","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,155,"MAR","Morocco","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,155,"MAR","Morocco","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,156,"MHL","Marshall Islands","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,161,"MWI","Malawi","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,169,"NAM","Namibia","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,170,"NOR","Norway","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,173,"NZL","New Zealand","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,173,"NZL","New Zealand","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,176,"OMN","Oman","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,176,"OMN","Oman","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,182,"PAK","Pakistan","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,182,"PAK","Pakistan","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,189,"PAN","Panama","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,189,"PAN","Panama","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,191,"PRT","Portugal","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,191,"PRT","Portugal","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,193,"PER","Peru","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,193,"PER","Peru","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,196,"QAT","Qatar","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,196,"QAT","Qatar","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,200,"ROU","Romania","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,201,"RWA","Rwanda","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,201,"RWA","Rwanda","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,203,"SWE","Sweden","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,205,"SDN","Sudan","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,205,"SDN","Sudan","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,207,"SYC","Seychelles","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,207,"SYC","Seychelles","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,212,"WSM","Samoa","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,217,"SLE","Sierra Leone","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,218,"STP","Sao Tome and Principe","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,219,"CHE","Switzerland","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,219,"CHE","Switzerland","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,220,"SUR","Suriname","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,220,"SUR","Suriname","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,221,"SVN","Slovenia","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,221,"SVN","Slovenia","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,224,"SYR","Syrian Arab Republic","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,227,"CZE","Czech Republic","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,229,"THA","Thailand","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,229,"THA","Thailand","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,232,"TON","Tonga","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,234,"TTO","Trinidad and Tobago","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,236,"TUR","Türkiye","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,238,"TZA","Tanzania","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,238,"TZA","Tanzania","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,239,"ARE","United Arab Emirates","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,239,"ARE","United Arab Emirates","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,242,"URY","Uruguay","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,242,"URY","Uruguay","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,245,"UZB","Uzbekistan","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,245,"UZB","Uzbekistan","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,246,"VCT","Saint Vincent and the Grenadines","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,247,"VEN","Venezuela","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,251,"VUT","Vanuatu","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,259,"ZMB","Zambia","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,260,"ZWE","Zimbabwe","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,275,"BIH","Bosnia and Herzegovina","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,275,"BIH","Bosnia and Herzegovina","No",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,276,"GEO","Georgia","Yes",2024,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,281,"SVK","Slovakia","No",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,283,"MKD","North Macedonia","Yes",2022,"","","",,,,,,,,,,,,,,
34452,"trCovid19_Policy","Regulatory response to the COVID-19 pandemic ",,,316,"MNE","Montenegro","No",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,7,"ZAF","South Africa",,2022,"","","","Broadband access and availability for consumers","Spectrum management",,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,10,"ALB","Albania",,2024,"","","","Broadband access and availability for consumers","Consumer protection","Affordability of services ",,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,11,"DZA","Algeria",,2022,"","","","Broadband access and availability for consumers","Affordability of services ","Quality of service and experience","Consumer protection","ICT accessibility",,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,16,"ARG","Argentina",,2022,"","","","Other","Emergency telecommunications","Consumer protection","Affordability of services ","Broadband access and availability for consumers",,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,17,"ARM","Armenia",,2022,"","","","Broadband access and availability for consumers","Consumer protection","ICT accessibility",,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,18,"SAU","Saudi Arabia",,2022,"","","","Regulatory harmonization","Broadband access and availability for consumers","Spectrum management","Broadcasting","ICT accessibility","Regulatory innovation and experimentation","Financial incentives to operators and service providers","Digital identity","Emergency telecommunications","Quality of service and experience","Traffic management, prioritization of traffic","Affordability of services ",,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,18,"SAU","Saudi Arabia",,2024,"","","","Broadband access and availability for consumers","Affordability of services ","Traffic management, prioritization of traffic","Quality of service and experience","ICT accessibility","Spectrum management","Broadcasting","Digital identity","Emergency telecommunications","Financial incentives to operators and service providers","Regulatory innovation and experimentation","Other",,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,23,"AUS","Australia","Spectrum management",2024,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,25,"AZE","Azerbaijan","Other",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,27,"BRA","Brazil",,2024,"","","","Broadband access and availability for consumers","Affordability of services ",,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,31,"BEN","Benin",,2022,"","","","Broadband access and availability for consumers","ICT accessibility","Spectrum management","Digital identity","Emergency telecommunications","Regulatory innovation and experimentation","Quality of service and experience","Consumer protection","Other",,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,39,"BOL","Bolivia (Plurinational State of)",,2022,"","","","Consumer protection","Quality of service and experience","ICT accessibility",,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,40,"BWA","Botswana",,2022,"","","","Broadband access and availability for consumers","ICT accessibility","Affordability of services ",,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,40,"BWA","Botswana",,2024,"","","","Spectrum management","Emergency telecommunications",,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,42,"MMR","Myanmar","Affordability of services ",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,53,"COL","Colombia",,2022,"","","","Affordability of services ","Traffic management, prioritization of traffic","Quality of service and experience","Consumer protection","ICT accessibility","Financial incentives to operators and service providers","Regulatory harmonization","Emergency telecommunications",,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,53,"COL","Colombia",,2024,"","","","Broadband access and availability for consumers","Emergency telecommunications","Traffic management, prioritization of traffic",,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,54,"LKA","Sri Lanka",,2022,"","","","Broadband access and availability for consumers","ICT accessibility","Consumer protection","Affordability of services ","Universal service strategies",,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,54,"LKA","Sri Lanka",,2024,"","","","Broadband access and availability for consumers","Affordability of services ","ICT accessibility","Consumer protection","Spectrum management","Universal service strategies",,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,55,"CMR","Cameroon",,2024,"","","","Broadband access and availability for consumers","Universal service strategies","Broadcasting","Emergency telecommunications","ICT accessibility","Consumer protection","Affordability of services ","Traffic management, prioritization of traffic","Quality of service and experience",,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,57,"COG","Congo (Rep. of the)","Affordability of services ",2024,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,62,"CRI","Costa Rica",,2022,"","","","Traffic management, prioritization of traffic","Broadband access and availability for consumers",,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,62,"CRI","Costa Rica","Broadband access and availability for consumers",2024,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,63,"CUB","Cuba","Other",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,67,"DEU","Germany",,2022,"","","","Affordability of services ","Consumer protection",,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,67,"DEU","Germany",,2024,"","","","Affordability of services ","Consumer protection",,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,72,"DOM","Dominican Rep.",,2024,"","","","Consumer protection","ICT accessibility","Emergency telecommunications","Regulatory innovation and experimentation","Broadcasting","Data protection","Spectrum management","Universal service strategies","Broadband access and availability for consumers",,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,73,"ESP","Spain","Other",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,74,"EGY","Egypt",,2022,"","","","Broadband access and availability for consumers","Consumer protection","ICT accessibility","Affordability of services ","Emergency telecommunications","Universal service strategies","Financial incentives to operators and service providers",,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,74,"EGY","Egypt",,2024,"","","","Broadband access and availability for consumers","Regulatory innovation and experimentation","Financial incentives to operators and service providers","Digital identity","Affordability of services ",,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,84,"GBR","United Kingdom","Other",2022,"","","",,,,,,,,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,90,"GHA","Ghana",,2024,"","","","Broadband access and availability for consumers","Affordability of services ","Traffic management, prioritization of traffic","Emergency telecommunications","Universal service strategies","Spectrum management",,,,,,,,
34453,"trCovid19_Policy_Areas","Regulatory areas",,,95,"GRC","Greece","Other",2022,"","","",,,,,,,,,,,,,,
